_id__$oid,barcode,brandCode,category,categoryCode,cpg__$id__$oid,cpg__$ref,name,topBrand
592486bee410d61fcea3d12d,511111700814,I CAN'T BELIEVE IT'S NOT BUTTER!,Dairy,,53e10d6368abd3c7065097cc,Cogs,I CAN'T BELIEVE IT'S NOT BUTTER!,
5da608dfa60b87376833e354,511111805786,511111805786,Health & Wellness,,53e10d6368abd3c7065097cc,Cogs,ONE A DAY® ENERGY ,
5ffe3a87be37ce7aab2d4fd9,511111419532,TEST BRANDCODE @1610496647142,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610496647142,FALSE
5ffe3a87be37ce7aab2d4fdb,511111619543,,Baking,BAKING,5ffe3a87be37ce7aab2d4fda,Cogs,test brand @1610496647311,FALSE
5ffe3a86be37ce7aab2d4fd7,511111719519,TEST BRANDCODE @1610496646289,Baking,BAKING,5ffe3a85be37ce7aab2d4fd4,Cogs,test brand @1610496646289,FALSE
5fff3a7abe37ce2bb793010e,511111119555,,Baking,BAKING,5fff3a7abe37ce2bb793010d,Cogs,test brand @1610562170795,FALSE
5ffe3a86be37ce7aab2d4fd8,511111919520,TEST BRANDCODE @1610496646345,Baking,BAKING,5ffe3a85be37ce7aab2d4fd4,Cogs,test brand @1610496646345,FALSE
5ffe3a86be37ce7aab2d4fd6,511111219507,TEST BRANDCODE @1610496646232,Baking,BAKING,5ffe3a85be37ce7aab2d4fd4,Cogs,test brand @1610496646232,FALSE
5ffe35eabe37ce5e01754c47,511111219385,TEST BRANDCODE @1610495466218,Baking,BAKING,5ffe35eabe37ce5e01754c45,Cogs,test brand @1610495466218,FALSE
5ffe347ebe37ce5e01754c3f,511111119326,TEST BRANDCODE @1610495102462,Baking,BAKING,5ffe347ebe37ce5e01754c3d,Cogs,test brand @1610495102462,FALSE
5ffe35eabe37ce5e01754c48,511111719397,TEST BRANDCODE @1610495466250,Baking,BAKING,5ffe35eabe37ce5e01754c45,Cogs,test brand @1610495466250,FALSE
57ebc28be4b0ac389136a344,511111501985,KRAFT MIRACLE WHIP,Condiments & Sauces,,559c2234e4b06aca36af13c6,Cogs,Miracle Whip,FALSE
58b59989e4b0857c2ddb7255,511111400998,,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cogs,Redd's Wicked,FALSE
5f403232be37ce5f78d9ed19,511111015697,TEST BRANDCODE @1598042674173,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1598042674173,
5f493e72be37ce64d0ae36c4,511111216094,TEST BRANDCODE @1598635634796,Baking,BAKING,5f493e72be37ce64d0ae36c2,Cogs,test brand @1598635634796,
5a5d257fe4b06ba572cf24a3,511111300212,SHEAF STOUT,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cogs,Sheaf Stout,
585a963ce4b03e62d1ce0e78,511111001768,CHEETOS,Snacks,,5332f5fbe4b03c9a25efd0ba,Cogs,Cheetos,TRUE
5fb82a68be37ce522e165ce6,511111217817,NATURES HARVEST,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Cogs,Nature's Harvest,FALSE
5d6415d5a3a018514994f429,511111605058,511111605058,Magazines,,5d5d4fd16d5f3b23d1bc7905,Cogs,Health Magazine,
5332fa7ae4b03c9a25efd229,511111402961,,,,5332f5ebe4b03c9a25efd0a8,Cpgs,Fanta,
5f494c5e04db711dd8fe87e4,511111216148,TEST BRANDCODE @1598639198570,Baking,BAKING,5f494c5d04db711dd8fe87e2,Cogs,test brand @1598639198570,
5f772951be37ce6b592e90d0,511111316763,,Baking,BAKING,5f772951be37ce6b592e90cf,Cogs,test brand @1601644881253,
5f504ac2be37ce0b793c9415,511111616467,TEST BRANDCODE @1599097538609,Baking,BAKING,5f504ac2be37ce0b793c9411,Cogs,test brand @1599097538609,
5bd201cc965c7d66d92731ee,511111704706,SCOTT,Household,,550b2565e4b001d5e9e4146f,Cogs,Scott,FALSE
5fd2a0bfbe37ce49eb72c0f1,511111218135,TEST BRANDCODE @1607639231674,Baking,BAKING,5fd2a0bfbe37ce49eb72c0ef,Cogs,test brand @1607639231674,FALSE
5daf3507a60b87376833e35c,511111505921,EPIC,Health & Wellness,,5332f5f3e4b03c9a25efd0ae,Cogs,EPIC™,
58861c7e4e8d0d20bc42c4de,511111901426,GROLSCH,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cogs,Grolsch Lager,FALSE
5f9770c0be37ce03d08a2d88,511111417101,TEST BRANDCODE @1603760320407,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1603760320407,
5a5e32c3e4b06ba572cf24aa,511111400042,MAGNUM,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cogs,Magnum,
5f99f71bbe37ce13da9eade9,511111817147,TEST BRANDCODE @1603925787411,Baking,BAKING,5f99f71bbe37ce13da9eade6,Cogs,test brand @1603925787411,
5ffe35eabe37ce5e01754c4a,511111819417,TEST BRANDCODE @1610495466861,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610495466861,FALSE
5ffe3682be37ce5e01754c55,511111519430,,Baking,BAKING,5ffe3681be37ce5e01754c54,Cogs,test brand @1610495618015,FALSE
5ffe347ebe37ce5e01754c41,511111819349,TEST BRANDCODE @1610495102526,Baking,BAKING,5ffe347ebe37ce5e01754c3d,Cogs,test brand @1610495102526,FALSE
5ffe347ebe37ce5e01754c40,511111619338,TEST BRANDCODE @1610495102491,Baking,BAKING,5ffe347ebe37ce5e01754c3d,Cogs,test brand @1610495102491,FALSE
5ffe3480be37ce5e01754c44,511111519362,,Baking,BAKING,5ffe3480be37ce5e01754c43,Cogs,test brand @1610495104441,FALSE
5ffe35eabe37ce5e01754c46,511111019374,TEST BRANDCODE @1610495466175,Baking,BAKING,5ffe35eabe37ce5e01754c45,Cogs,test brand @1610495466174,FALSE
5ffe35f9be37ce5e01754c4c,511111019428,,Baking,BAKING,5ffe35f9be37ce5e01754c4b,Cogs,test brand @1610495481412,FALSE
5ffe347fbe37ce5e01754c42,511111319351,TEST BRANDCODE @1610495103255,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610495103255,FALSE
5ffe35eabe37ce5e01754c49,511111319405,TEST BRANDCODE @1610495466285,Baking,BAKING,5ffe35eabe37ce5e01754c45,Cogs,test brand @1610495466285,FALSE
5ff768e3be37ce1e961f32a0,511111118886,,Baking,BAKING,5ff768e3be37ce1e961f329f,Cogs,test brand @1610049763071,FALSE
5ff768d4be37ce1e961f329b,511111718840,TEST BRANDCODE @1610049748118,Baking,BAKING,5ff768d4be37ce1e961f3299,Cogs,test brand @1610049748118,FALSE
5ff768d4be37ce1e961f329d,511111418863,TEST BRANDCODE @1610049748181,Baking,BAKING,5ff768d4be37ce1e961f3299,Cogs,test brand @1610049748181,FALSE
5ff768d4be37ce1e961f329c,511111218852,TEST BRANDCODE @1610049748154,Baking,BAKING,5ff768d4be37ce1e961f3299,Cogs,test brand @1610049748154,FALSE
5ff768d4be37ce1e961f329e,511111918875,TEST BRANDCODE @1610049748724,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610049748724,FALSE
5ff77857be37ce58ce50083a,511111618898,TEST BRANDCODE @1610053719707,Baking,BAKING,5ff77857be37ce58ce500839,Cogs,test brand @1610053719706,FALSE
5fd7f2b3be37ce733975586c,511111518327,TEST BRANDCODE @1607987891932,Baking,BAKING,5fd7f2b3be37ce7339755868,Cogs,test brand @1607987891932,FALSE
5fd7f2b3be37ce733975586b,511111318316,TEST BRANDCODE @1607987891893,Baking,BAKING,5fd7f2b3be37ce7339755868,Cogs,test brand @1607987891893,FALSE
5fd7f2b3be37ce733975586a,511111818304,TEST BRANDCODE @1607987891852,Baking,BAKING,5fd7f2b3be37ce7339755868,Cogs,test brand @1607987891852,FALSE
5fd7f2b8be37ce733975586f,511111218340,,Baking,BAKING,5fd7f2b8be37ce733975586e,Cogs,test brand @1607987896065,FALSE
5fd7f2b4be37ce733975586d,511111018339,TEST BRANDCODE @1607987892541,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1607987892540,FALSE
5fd3acb6be37ce0d9386bb3f,511111618171,TEST BRANDCODE @1607707829962,Baking,BAKING,5fd3acb5be37ce0d9386bb3e,Cogs,test brand @1607707829961,FALSE
5332fa7be4b03c9a25efd22b,511111702948,,,,5332f5ebe4b03c9a25efd0a8,Cpgs,Diet Cherry Coke,
58861c7e4e8d0d20bc42c4e0,511111701415,KILLIAN'S,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cogs,Killians,FALSE
5332f775e4b03c9a25efd127,511111403630,,,,5332f5f3e4b03c9a25efd0ae,Cpgs,Cheerios,
581ce962e4b058c71f74c443,511111301813,,,,581ce8d5e4b058c71f74c442,Cpgs,.,
5332fa08e4b03c9a25efd1d8,511111903130,,,,5332f5f2e4b03c9a25efd0aa,Cpgs,Frosted Flakes,
5f3d6f44be37ce4ddbb1bb3b,511111715481,TEST BRANDCODE @1597861700880,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,Cogs,test brand @1597861700880,
5f628235be37ce78e6e2efb1,511111616696,,Baking,BAKING,5f628235be37ce78e6e2efb0,Cogs,test brand @1600291381675,
58b5988ce4b0857c2ddb7252,511111301028,,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cogs,Henry's Hard Sparkling,FALSE
5f3ff200be37ce1c81aa1e0b,511111115595,,Baking,BAKING,5f3ff200be37ce1c81aa1e0a,Cogs,test brand @1598026240846,
57ebc125e4b0ac389136a33b,511111302063,,Grocery,,559c2234e4b06aca36af13c6,Cogs,Kraft Macaroni & Cheese,FALSE
5332f7c8e4b03c9a25efd148,511111403401,,,,5332f5f3e4b03c9a25efd0ae,Cpgs,Cascadian Farm,
57ebc2c8e4b0ac389136a349,511111901938,KRAFT SHAKE 'N BAKE,Grocery,,559c2234e4b06aca36af13c6,Cogs,Shake N' Bake,FALSE
588ba032e4b02187f85cdadc,511111401087,HP,Condiments & Sauces,,559c2234e4b06aca36af13c6,Cogs,HP Sauce,FALSE
5f493665be37ce52f8314fca,511111815891,,Baking,BAKING,5f493665be37ce52f8314fc9,Cogs,test brand @1598633573683,
5dc0773ea60b873d6b0666ce,511111206262,DRUMSTICK CEREAL,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Cogs,Drumstick™ Cereal,
5da60649a60b87376833e34b,511111105602,ALEVE D SINUS & COLD,Health & Wellness,,53e10d6368abd3c7065097cc,Cogs,ALEVE® D SINUS & COLD,
580dff84e4b0f32b2de2137f,511111601883,CHEEZ WHIZ,Dairy,,559c2234e4b06aca36af13c6,Cogs,Cheez Whiz,FALSE
5fcff305be37ce6d53dfc688,511111818021,TEST BRANDCODE @1607463685522,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1607463685522,FALSE
5d66961cee7f2d201c7281cc,511111812449,,Magazines,,5c4f20b01b4181298aacffc1,Cogs,Test brand1,TRUE
57d957f2e4b0ac389136a2b4,511111502371,COOL WHIP,Frozen,,559c2234e4b06aca36af13c6,Cogs,Cool Whip,FALSE
5daf59751dda2c3e1416ae99,511111006022,TRIX,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Cogs,Trix™,
5da60859a60b87376833e352,511111405740,FLINTSTONES,Health & Wellness,,5d9b4f591dda2c6225a284aa,Cogs,Flintstones™ Vitamins,FALSE
5fb81935be37ce522e165cda,511111217695,ABSOLUT® GRAPEFRUIT,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Absolut® Grapefruit,FALSE
5fb6d726be37ce522e165cc0,511111317432,ALTOS,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Altos®,FALSE
5fb800f1be37ce522e165ccb,511111417545,DEL MAGUEY ,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Del Maguey® Vida,FALSE
5fb80b63be37ce522e165cd1,511111917601,JAMESON® BLACK BARREL ,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Jameson® Black Barrel ,FALSE
5fb808a1be37ce522e165ccf,511111817581,JAMESON,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Jameson® ,FALSE
5fb7e62dbe37ce522e165cc3,511111217466,MONKEY 47,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Monkey 47®,FALSE
5fb80d7cbe37ce522e165cd2,511111417613,MALIBU,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Malibu® Original,FALSE
5fb7e962be37ce522e165cc6,511111417491,LILLET,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Lillet®,FALSE
5d642de76d5f3b23d1bc7911,511111705161,511111705161,Magazines,,5d5d4fd16d5f3b23d1bc7905,Cogs,Traditional Home,
57c0827de4b0718ff5fcb037,511111902461,AMP2,Baby,,5332f7a7e4b03c9a25efd134,Cogs,Antarctica,TRUE
5f3d6f44be37ce4ddbb1bb3d,511111815501,TEST BRANDCODE @1597861700940,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,Cogs,test brand @1597861700940,
5fa1c567be37ce402c4618f0,511111717195,TEST BRANDCODE @1604437351567,Baking,BAKING,5fa1c567be37ce402c4618ef,Cogs,test brand @1604437351567,FALSE
5332fa03e4b03c9a25efd1d5,511111603153,,,,53e10d6368abd3c7065097cc,Cpgs,Fruit Flavored Snacks,
5a8c3577e4b07f0a2dac8945,511111404163,KELSEN,Snacks,,5a734034e4b0d58f376be874,Cogs,Kelsen,FALSE
5da60932a60b87376833e356,511111405818,511111405818,Health & Wellness,,53e10d6368abd3c7065097cc,Cogs,ONE A DAY® KIDS AND TEENS,
5da606581dda2c3e1416ae85,511111605614,ALEVE DIRECT THERAPY PAIN RELIEF DEVICES,Health & Wellness,,53e10d6368abd3c7065097cc,Cogs,ALEVE® DIRECT THERAPY PAIN RELIEF DEVICES,
5a5d1ba9e4b0db471c2d0422,511111600404,COLORADO NATIVE,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cogs,Colorado Native,
585a9714e4b03e62d1ce0e92,511111801528,SOBE,Beverages,,5332f5fbe4b03c9a25efd0ba,Cogs,SoBe,
57ebc026e4b0ac389136a338,511111502098,KNUDSEN,Dairy,,559c2234e4b06aca36af13c6,Cogs,Knudsen,FALSE
5da608a8a60b87376833e353,511111105763,511111105763,Health & Wellness,,53e10d6368abd3c7065097cc,Cogs,MiraLAX® Laxatives,
5fcda47cbe37ce688e08b0c3,511111317920,,Baking,BAKING,5fcda47cbe37ce688e08b0c2,Cogs,test brand @1607312508610,FALSE
5d66dda06d5f3b6188d4f050,511111005421,511111005421,Magazines,,5d5d4fd16d5f3b23d1bc7905,Cogs,Pillsbury Magazine,
585a9637e4b03e62d1ce0e77,511111501770,CAP'N CRUNCH,Breakfast & Cereal,,53e10d6368abd3c7065097cc,Cogs,Cap'n Crunch,TRUE
5332fa79e4b03c9a25efd226,511111602996,,,,5332f5ebe4b03c9a25efd0a8,Cpgs,Mello Yello,
5fb82359be37ce522e165ce1,511111917762,MRS BAIRD'S,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Cogs,Mrs Baird's ,FALSE
592486bfe410d61fcea3d13f,511111500667,TRESEMME,Personal Care,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,Cogs,TRESEMME,FALSE
552ecca1e4b02ff29f99b215,511111202721,,,,5459429be4b0bfcb1e864082,Cpgs,Top Care,
5a5e3615e4b06ba572cf24ab,511111700029,PURE LEAF Iced Tea Beverages,Beverages,,5332f5fbe4b03c9a25efd0ba,Cogs,PURE LEAF Iced Tea Beverages,FALSE
5e5ff1f7ee7f2d0b35b2a18e,511111414049,ONE A DAY KIDS,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,ONE A DAY® KIDS,
585a967fe4b03e62d1ce0e80,511111801689,,Snacks,,5332f5fbe4b03c9a25efd0ba,Cogs,Lay's Kettle Cooked,TRUE
5f513ea1be37ce21f1287c02,511111416500,TEST BRANDCODE @1599159968998,Baking,BAKING,5f513ea0be37ce21f1287c01,Cogs,test brand @1599159968998,
5d66dd526d5f3b6188d4f04f,511111805410,LIFEWTR,Beverages,,5332f5fbe4b03c9a25efd0ba,Cogs,LIFEWTR,FALSE
5d6412f86d5f3b23d1bc7909,511111804994,511111804994,Magazines,,5d5d4fd16d5f3b23d1bc7905,Cogs,Eating Well Magazine,
5332f608e4b03c9a25efd0c1,511111903901,,,,53e10d6368abd3c7065097cc,Cpgs,Sierra Mist,
5c49d161f0276e7719673719,511111904731,SIMILAC,Baby,,59b96571e4b0bf7c7980588b,Cogs,SIMILAC,
5da60843a60b87376833e351,511111205739,CORICIDIN HBP,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,Coricidin® HBP,FALSE
5f7ba648be37ce23081c528e,511111716921,TEST BRANDCODE @1601939016290,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1601939016290,
5a5d29fde4b0db471c2d0433,511111400110,BADEDAS,Beauty & Personal Care,,53e10d6368abd3c7065097cc,Cogs,Badedas,
54594387e4b0bfcb1e864083,511111902744,,,,5459429be4b0bfcb1e864082,Cpgs,Shurfine,
585a96d2e4b03e62d1ce0e89,511111001607,,Beverages,,5332f5fbe4b03c9a25efd0ba,Cogs,Pepsi Diet,FALSE
5332f9fee4b03c9a25efd1d0,511111803164,,,,5332f5f2e4b03c9a25efd0aa,Cpgs,Apple Jacks/Cinnamon Jacks,
5332fa73e4b03c9a25efd21c,511111703051,,,,5332f5ebe4b03c9a25efd0a8,Cpgs,Diet Coke,
5fa98944be37ce239d107103,511111617297,TEST BRANDCODE @1604946244876,Baking,BAKING,5fa98944be37ce239d1070ff,Cogs,test brand @1604946244876,FALSE
5332f7afe4b03c9a25efd13d,511111203483,,,,5332f7a7e4b03c9a25efd134,Cpgs,Shock Top,
5d540e65a3a018514994f41f,511111404880,BENIHANA,Frozen,,559c2234e4b06aca36af13c6,Cogs,Benihana Frozen Entrees,
5daf46261dda2c3e1416ae96,511111905967,MOUNTAIN HIGH,Dairy,,5332f5f3e4b03c9a25efd0ae,Cogs,Mountain High™,
585a972de4b03e62d1ce0e96,511111001485,TOSTITOS,Snacks,,5332f5fbe4b03c9a25efd0ba,Cogs,Tostitos,
5f9770bfbe37ce03d08a2d86,511111317081,TEST BRANDCODE @1603760319788,Baking,BAKING,5f9770bfbe37ce03d08a2d83,Cogs,test brand @1603760319788,
580e015be4b0f32b2de21385,511111501824,,Condiments & Sauces,,559c2234e4b06aca36af13c6,Cogs,Kraft BBQ Sauce,FALSE
5f5900d4be37ce21f1287c11,511111516569,GERBER BABY FOOD,Baby,BABY,5f58fa84be37ce21f1287c0f,Cogs,Gerber Baby Food,
5a8c33f3e4b07f0a2dac8943,511111504139,PACE,Grocery,,5a734034e4b0d58f376be874,Cogs,Pace,FALSE
5ab1589ae4b0915382df7621,511111204435,CAMPBELLS SLOW KETTLE ,Canned Goods & Soups,,5a734034e4b0d58f376be874,Cogs,Campbell's Slow Kettle,FALSE
5afda22ee4b03bf01c2a2965,511111304494,ARCHWAY,Snacks,,5a734034e4b0d58f376be874,Cogs,Archway,FALSE
588b9ff4e4b02187f85cdadb,511111901099,,Condiments & Sauces,,559c2234e4b06aca36af13c6,Cogs,Kraft Salad Dressing,FALSE
5ec2dde7be37ce5234ec36bb,511111314653,BAYER® ASPIRIN,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,Bayer® Aspirin,FALSE
